Record Length,2500,Points,-25.00000E-3,0.0,,Record Length,2500,Points,-25.00000E-3,8.000000E-3,
Sample Interval,20.0000E-6,s,-24.98000E-3,0.0,,Sample Interval,20.0000E-6,s,-24.98000E-3,8.000000E-3,
Trigger Point,1.2500E3,Samples,-24.96000E-3,0.0,,Trigger Point,1.2500E3,Samples,-24.96000E-3,8.000000E-3,
,,,-24.94000E-3,0.0,,,,,-24.94000E-3,8.000000E-3,
,,,-24.92000E-3,0.0,,,,,-24.92000E-3,8.000000E-3,
,,,-24.90000E-3,0.0,,,,,-24.90000E-3,8.000000E-3,
Source,CH1,,-24.88000E-3,0.0,,Source,CH2,,-24.88000E-3,12.0000E-3,
Vertical Units,Volts,,-24.86000E-3,0.0,,Vertical Units,Volts,,-24.86000E-3,8.000000E-3,
Vertical Scale,20.0000,,-24.84000E-3,0.0,,Vertical Scale,100.0000E-3,,-24.84000E-3,12.0000E-3,
Vertical Offset,0,,-24.82000E-3,0.0,,Vertical Offset,0,,-24.82000E-3,8.000000E-3,
Horizontal Units,s,,-24.80000E-3,0.0,,Horizontal Units,s,,-24.80000E-3,12.0000E-3,
Horizontal Scale,5.00000E-3,,-24.78000E-3,0.0,,Horizontal Scale,5.00000E-3,,-24.78000E-3,12.0000E-3,
Pt Fmt,Y,,-24.76000E-3,0.0,,Pt Fmt,Y,,-24.76000E-3,8.000000E-3,
Yzero,-2.6000,,-24.74000E-3,0.0,,Yzero,-3.72000,,-24.74000E-3,8.000000E-3,
Probe Atten,10.0000,,-24.72000E-3,0.0,,Probe Atten,1.000,,-24.72000E-3,8.000000E-3,
,,,-24.70000E-3,800.000012E-3,,,,,-24.70000E-3,8.000000E-3,
Note,TDS 1012B - 16:23:00   17/02/2017,,-24.68000E-3,0.0,,Note,TDS 1012B - 16:23:00   17/02/2017,,-24.68000E-3,8.000000E-3,
,,,-24.66000E-3,0.0,,,,,-24.66000E-3,12.0000E-3,
,,,-24.64000E-3,0.0,,,,,-24.64000E-3,12.0000E-3,
,,,-24.62000E-3,0.0,,,,,-24.62000E-3,8.000000E-3,
,,,-24.60000E-3,-800.000012E-3,,,,,-24.60000E-3,8.000000E-3,
,,,-24.58000E-3,0.0,,,,,-24.58000E-3,12.0000E-3,
,,,-24.56000E-3,0.0,,,,,-24.56000E-3,8.000000E-3,
,,,-24.54000E-3,0.0,,,,,-24.54000E-3,12.0000E-3,
,,,-24.52000E-3,0.0,,,,,-24.52000E-3,8.000000E-3,
,,,-24.50000E-3,0.0,,,,,-24.50000E-3,8.000000E-3,
,,,-24.48000E-3,0.0,,,,,-24.48000E-3,8.000000E-3,
,,,-24.46000E-3,0.0,,,,,-24.46000E-3,8.000000E-3,
,,,-24.44000E-3,0.0,,,,,-24.44000E-3,8.000000E-3,
,,,-24.42000E-3,0.0,,,,,-24.42000E-3,8.000000E-3,
,,,-24.40000E-3,0.0,,,,,-24.40000E-3,8.000000E-3,
,,,-24.38000E-3,0.0,,,,,-24.38000E-3,8.000000E-3,
,,,-24.36000E-3,0.0,,,,,-24.36000E-3,8.000000E-3,
,,,-24.34000E-3,0.0,,,,,-24.34000E-3,12.0000E-3,
,,,-24.32000E-3,0.0,,,,,-24.32000E-3,8.000000E-3,
,,,-24.30000E-3,0.0,,,,,-24.30000E-3,8.000000E-3,
,,,-24.28000E-3,0.0,,,,,-24.28000E-3,8.000000E-3,
,,,-24.26000E-3,0.0,,,,,-24.26000E-3,8.000000E-3,
,,,-24.24000E-3,0.0,,,,,-24.24000E-3,12.0000E-3,
,,,-24.22000E-3,0.0,,,,,-24.22000E-3,8.000000E-3,
,,,-24.20000E-3,0.0,,,,,-24.20000E-3,8.000000E-3,
,,,-24.18000E-3,0.0,,,,,-24.18000E-3,12.0000E-3,
,,,-24.16000E-3,0.0,,,,,-24.16000E-3,12.0000E-3,
,,,-24.14000E-3,0.0,,,,,-24.14000E-3,8.000000E-3,
,,,-24.12000E-3,0.0,,,,,-24.12000E-3,8.000000E-3,
,,,-24.10000E-3,0.0,,,,,-24.10000E-3,8.000000E-3,
,,,-24.08000E-3,0.0,,,,,-24.08000E-3,8.000000E-3,
,,,-24.06000E-3,0.0,,,,,-24.06000E-3,12.0000E-3,
,,,-24.04000E-3,0.0,,,,,-24.04000E-3,8.000000E-3,
,,,-24.02000E-3,0.0,,,,,-24.02000E-3,8.000000E-3,
,,,-24.00000E-3,0.0,,,,,-24.00000E-3,8.000000E-3,
,,,-23.98000E-3,0.0,,,,,-23.98000E-3,12.0000E-3,
,,,-23.96000E-3,0.0,,,,,-23.96000E-3,12.0000E-3,
,,,-23.94000E-3,0.0,,,,,-23.94000E-3,8.000000E-3,
,,,-23.92000E-3,0.0,,,,,-23.92000E-3,8.000000E-3,
,,,-23.90000E-3,0.0,,,,,-23.90000E-3,8.000000E-3,
,,,-23.88000E-3,0.0,,,,,-23.88000E-3,8.000000E-3,
,,,-23.86000E-3,0.0,,,,,-23.86000E-3,8.000000E-3,
,,,-23.84000E-3,0.0,,,,,-23.84000E-3,8.000000E-3,
,,,-23.82000E-3,0.0,,,,,-23.82000E-3,8.000000E-3,
,,,-23.80000E-3,0.0,,,,,-23.80000E-3,8.000000E-3,
,,,-23.78000E-3,0.0,,,,,-23.78000E-3,8.000000E-3,
,,,-23.76000E-3,0.0,,,,,-23.76000E-3,12.0000E-3,
,,,-23.74000E-3,0.0,,,,,-23.74000E-3,8.000000E-3,
,,,-23.72000E-3,0.0,,,,,-23.72000E-3,8.000000E-3,
,,,-23.70000E-3,0.0,,,,,-23.70000E-3,8.000000E-3,
,,,-23.68000E-3,-800.000012E-3,,,,,-23.68000E-3,8.000000E-3,
,,,-23.66000E-3,0.0,,,,,-23.66000E-3,8.000000E-3,
,,,-23.64000E-3,0.0,,,,,-23.64000E-3,8.000000E-3,
,,,-23.62000E-3,0.0,,,,,-23.62000E-3,12.0000E-3,
,,,-23.60000E-3,0.0,,,,,-23.60000E-3,8.000000E-3,
,,,-23.58000E-3,0.0,,,,,-23.58000E-3,8.000000E-3,
,,,-23.56000E-3,0.0,,,,,-23.56000E-3,8.000000E-3,
,,,-23.54000E-3,0.0,,,,,-23.54000E-3,8.000000E-3,
,,,-23.52000E-3,0.0,,,,,-23.52000E-3,8.000000E-3,
