2.02000	0.02000	0.0103100000000	0.0001031000000
3.36000	0.02000	0.0178300000000	0.0001783000000
4.72000	0.02000	0.0262400000000	0.0002624000000
5.80000	0.02000	0.0341400000000	0.0003414000000
6.28000	0.04000	0.0408500000000	0.0004085000000
8.40000	0.08000	0.0803200000000	0.0008032000000
8.88000	0.08000	0.1179300000000	0.0011793000000
9.52000	0.08000	0.4320500000000	0.0043205000000
9.52000	0.08000	0.7525000000000	0.0075250000000
9.52000	0.08000	1.0270000000000	0.0102700000000
9.60000	0.08000	5.1350000000000	0.0513500000000
9.52000	0.08000	9.7290000000000	0.0972900000000
9.12000	0.08000	31.5300000000000	0.3153000000000
7.76000	0.04000	66.5380000000000	0.6653800000000
5.16000	0.04000	141.3870000000000	1.4138700000000
3.62000	0.02000	222.9490000000000	2.2294900000000
2.76000	0.02000	302.9540000000000	3.0295400000000
2.18000	0.04000	379.9390000000000	3.7993900000000
1.70000	0.02000	505.0800000000000	5.0508000000000
1.03000	0.01000	795.6600000000000	7.9566000000000
0.84800	0.01000	1002.0000000000000	10.0200000000000

