668.15145	10.40000	0.15200	10.36000	0.05000
668.15145	71.60000	0.45800	7.49000	0.01000
668.15145	137.60000	0.78800	5.10000	0.01000
668.15145	201.00000	2.00500	3.32000	0.01000
668.15145	304.00000	2.52000	1.24000	0.05000
668.15145	404.00000	3.02000	0.02000	0.05000
668.15145	504.00000	3.52000	-0.94000	0.02000
668.15145	552.00000	3.76000	-1.38000	0.01000
668.15145	601.00000	4.00500	-1.62000	0.01000
668.15145	647.00000	4.23500	-1.80000	0.01000
668.15145	701.00000	4.50500	-1.96000	0.01000
668.15145	752.00000	4.76000	-2.07000	0.01000
